timestamp,device,metric,value
1734649246,Shelly PM 0,power,2959.22
1734649246,Shelly PM 0,total,2777760.3
1734649246,Shelly PM 0,total_returned,44615.5
1734649246,solar,power,0
1734649247,humedad suelo,temperature,16.98
1734649247,humedad suelo,humidity,31.64
1734649247,humedad suelo,ec,236
1734649247,pH,pH,9.0
1734649247,NPK,N,5
1734649247,NPK,P,7
1734649247,NPK,K,18
1734649247,suelo,humidity,38.6
1734649247,suelo,temperature,22.1
1734649247,suelo,ec,140
1734649247,suelo,pH,3.0
1734649247,suelo,N,0
1734649247,suelo,P,24
1734649247,suelo,K,16
1734649247,suelo,salinity,77
1734649247,suelo,tds,70
1734649247,temp_interior,humidity,70.7
1734649247,temp_interior,temperature,7.6
1734649247,temp_exterior,humidity,52.6
1734649247,temp_exterior,temperature,5.6
1734649247,co2,co2,568
1734649307,Shelly PM 0,power,2957.23
1734649307,Shelly PM 0,total,2777801.4
1734649307,Shelly PM 0,total_returned,44615.5
1734649308,solar,power,0
1734649308,humedad suelo,temperature,17.01
1734649308,humedad suelo,humidity,31.64
1734649308,humedad suelo,ec,233
1734649308,pH,pH,6.5
1734649308,NPK,N,5
1734649308,NPK,P,7
1734649308,NPK,K,18
1734649308,suelo,humidity,38.3
1734649308,suelo,temperature,22.2
1734649308,suelo,ec,142
1734649308,suelo,pH,3.0
1734649308,suelo,N,0
1734649308,suelo,P,25
1734649308,suelo,K,17
1734649308,suelo,salinity,78
1734649308,suelo,tds,71
1734649308,temp_interior,humidity,71.0
1734649308,temp_interior,temperature,7.6
1734649308,temp_exterior,humidity,52.6
1734649308,temp_exterior,temperature,5.5
1734649309,co2,co2,567
1734649369,Shelly PM 0,power,2929.09
1734649369,Shelly PM 0,total,2777851.0
1734649369,Shelly PM 0,total_returned,44615.5
1734649371,solar,power,0
1734649371,humedad suelo,temperature,16.98
1734649371,humedad suelo,humidity,31.64
1734649371,humedad suelo,ec,237
1734649371,pH,pH,9.0
1734649371,NPK,N,5
1734649371,NPK,P,7
1734649371,NPK,K,18
1734649371,suelo,humidity,38.6
1734649371,suelo,temperature,22.2
1734649371,suelo,ec,140
1734649371,suelo,pH,3.0
1734649371,suelo,N,0
1734649371,suelo,P,24
1734649371,suelo,K,16
1734649371,suelo,salinity,77
1734649371,suelo,tds,70
1734649371,temp_interior,humidity,70.5
1734649371,temp_interior,temperature,7.6
1734649371,temp_exterior,humidity,52.6
1734649371,temp_exterior,temperature,5.7
1734649371,co2,co2,561
1734649433,Shelly PM 0,power,2875.66
1734649433,Shelly PM 0,total,2777900.8
1734649433,Shelly PM 0,total_returned,44615.5
1734649434,solar,power,0
1734649434,humedad suelo,temperature,17.01
1734649434,humedad suelo,humidity,31.64
1734649434,humedad suelo,ec,233
1734649434,pH,pH,9.0
1734649434,NPK,N,5
1734649434,NPK,P,7
1734649434,NPK,K,18
1734649434,suelo,humidity,37.9
1734649434,suelo,temperature,22.2
1734649434,suelo,ec,139
1734649434,suelo,pH,3.0
1734649434,suelo,N,0
1734649434,suelo,P,24
1734649434,suelo,K,16
1734649434,suelo,salinity,76
1734649434,suelo,tds,69
1734649434,temp_interior,humidity,70.5
1734649434,temp_interior,temperature,7.5
1734649434,temp_exterior,humidity,52.6
1734649434,temp_exterior,temperature,5.4
1734649434,co2,co2,559
1734649494,Shelly PM 0,power,2898.01
1734649494,Shelly PM 0,total,2777949.4
1734649494,Shelly PM 0,total_returned,44615.5
1734649494,solar,power,0
1734649494,humedad suelo,temperature,17.04
1734649494,humedad suelo,humidity,31.64
1734649494,humedad suelo,ec,228
1734649494,pH,pH,9.0
1734649495,NPK,N,5
1734649495,NPK,P,7
1734649495,NPK,K,18
1734649495,suelo,humidity,38.6
1734649495,suelo,temperature,22.3
1734649495,suelo,ec,139
1734649495,suelo,pH,3.0
1734649495,suelo,N,0
1734649495,suelo,P,24
1734649495,suelo,K,16
1734649495,suelo,salinity,76
1734649495,suelo,tds,69
1734649495,temp_interior,humidity,70.6
1734649495,temp_interior,temperature,7.5
1734649495,temp_exterior,humidity,52.5
1734649495,temp_exterior,temperature,5.4
1734649495,co2,co2,561
1734649555,Shelly PM 0,power,2940.98
1734649555,Shelly PM 0,total,2777998.2
1734649555,Shelly PM 0,total_returned,44615.5
1734649556,solar,power,0
1734649556,humedad suelo,temperature,17.04
1734649556,humedad suelo,humidity,31.64
1734649556,humedad suelo,ec,231
1734649556,pH,pH,6.6
1734649556,NPK,N,5
1734649556,NPK,P,7
1734649556,NPK,K,18
1734649556,suelo,humidity,37.9
1734649556,suelo,temperature,22.3
1734649556,suelo,ec,139
1734649556,suelo,pH,3.0
1734649556,suelo,N,0
1734649556,suelo,P,24
1734649556,suelo,K,16
1734649556,suelo,salinity,76
1734649556,suelo,tds,69
1734649556,temp_interior,humidity,70.5
1734649556,temp_interior,temperature,7.6
1734649556,temp_exterior,humidity,52.5
1734649556,temp_exterior,temperature,5.4
1734649556,co2,co2,557
1734649617,Shelly PM 0,power,2918.84
1734649617,Shelly PM 0,total,2778047.6
1734649617,Shelly PM 0,total_returned,44615.5
1734649618,solar,power,0
1734649618,humedad suelo,temperature,17.04
1734649618,humedad suelo,humidity,31.64
1734649618,humedad suelo,ec,236
1734649618,pH,pH,9.0
1734649618,NPK,N,5
1734649618,NPK,P,7
1734649618,NPK,K,18
1734649618,suelo,humidity,38.6
1734649618,suelo,temperature,22.3
1734649618,suelo,ec,138
1734649618,suelo,pH,3.0
1734649618,suelo,N,0
1734649618,suelo,P,23
1734649618,suelo,K,15
1734649618,suelo,salinity,75
1734649618,suelo,tds,69
1734649618,temp_interior,humidity,70.2
1734649618,temp_interior,temperature,7.6
1734649618,temp_exterior,humidity,52.6
1734649618,temp_exterior,temperature,5.6
1734649618,co2,co2,560
1734649678,Shelly PM 0,power,2950.17
1734649678,Shelly PM 0,total,2778095.6
1734649678,Shelly PM 0,total_returned,44615.5
1734649679,solar,power,0
1734649679,humedad suelo,temperature,17.04
1734649679,humedad suelo,humidity,31.64
1734649679,humedad suelo,ec,236
1734649680,pH,pH,8.9
1734649680,NPK,N,5
1734649680,NPK,P,7
1734649680,NPK,K,18
1734649680,suelo,humidity,37.8
1734649680,suelo,temperature,22.3
1734649680,suelo,ec,140
1734649680,suelo,pH,3.0
1734649680,suelo,N,0
1734649680,suelo,P,24
1734649680,suelo,K,16
1734649680,suelo,salinity,77
1734649680,suelo,tds,70
1734649680,temp_interior,humidity,70.3
1734649680,temp_interior,temperature,7.6
1734649680,temp_exterior,humidity,52.5
1734649680,temp_exterior,temperature,5.3
1734649680,co2,co2,560
1734649740,Shelly PM 0,power,2977.41
1734649740,Shelly PM 0,total,2778193.4
1734649740,Shelly PM 0,total_returned,44615.5
1734649742,solar,power,0
1734649742,humedad suelo,temperature,17.06
1734649742,humedad suelo,humidity,31.64
1734649742,humedad suelo,ec,237
1734649742,pH,pH,9.0
1734649742,NPK,N,5
1734649742,NPK,P,7
1734649742,NPK,K,18
1734649742,suelo,humidity,38.6
1734649742,suelo,temperature,22.4
1734649742,suelo,ec,141
1734649742,suelo,pH,3.0
1734649742,suelo,N,0
1734649742,suelo,P,25
1734649742,suelo,K,17
1734649742,suelo,salinity,77
1734649742,suelo,tds,70
1734649742,temp_interior,humidity,70.4
1734649742,temp_interior,temperature,7.6
1734649742,temp_exterior,humidity,52.6
1734649742,temp_exterior,temperature,5.5
1734649742,co2,co2,562
1734649804,Shelly PM 0,power,2974.73
1734649804,Shelly PM 0,total,2778242.2
1734649804,Shelly PM 0,total_returned,44615.5
1734649804,solar,power,0
1734649804,humedad suelo,temperature,17.06
1734649804,humedad suelo,humidity,31.64
1734649804,humedad suelo,ec,232
1734649804,pH,pH,5.1
1734649804,NPK,N,5
1734649804,NPK,P,7
1734649804,NPK,K,18
1734649804,suelo,humidity,37.9
1734649804,suelo,temperature,22.4
1734649804,suelo,ec,141
1734649804,suelo,pH,3.0
1734649804,suelo,N,0
1734649804,suelo,P,25
1734649804,suelo,K,17
1734649804,suelo,salinity,77
1734649804,suelo,tds,70
1734649804,temp_interior,humidity,70.3
1734649804,temp_interior,temperature,7.5
1734649805,temp_exterior,humidity,52.6
1734649805,temp_exterior,temperature,5.5
1734649805,co2,co2,559
1734649865,Shelly PM 0,power,3004.3
1734649865,Shelly PM 0,total,2778291.0
1734649865,Shelly PM 0,total_returned,44615.5
1734649865,solar,power,0
1734649865,humedad suelo,temperature,17.09
1734649865,humedad suelo,humidity,31.64
1734649865,humedad suelo,ec,239
1734649865,pH,pH,4.7
1734649865,NPK,N,5
1734649865,NPK,P,7
1734649865,NPK,K,18
1734649865,suelo,humidity,38.3
1734649865,suelo,temperature,22.4
1734649865,suelo,ec,139
1734649865,suelo,pH,3.0
1734649865,suelo,N,0
1734649865,suelo,P,24
1734649865,suelo,K,16
1734649865,suelo,salinity,76
1734649865,suelo,tds,69
1734649865,temp_interior,humidity,70.3
1734649865,temp_interior,temperature,7.5
1734649865,temp_exterior,humidity,52.6
1734649865,temp_exterior,temperature,5.7
1734649865,co2,co2,557
1734649925,Shelly PM 0,power,5036.33
1734649925,Shelly PM 0,total,2778340.2
1734649925,Shelly PM 0,total_returned,44615.5
1734649925,solar,power,0
1734649926,humedad suelo,temperature,17.09
1734649926,humedad suelo,humidity,31.64
1734649926,humedad suelo,ec,230
1734649926,pH,pH,9.0
1734649926,NPK,N,5
1734649926,NPK,P,7
1734649926,NPK,K,18
1734649926,suelo,humidity,37.9
1734649926,suelo,temperature,22.5
1734649926,suelo,ec,139
1734649926,suelo,pH,3.0
1734649926,suelo,N,0
1734649926,suelo,P,24
1734649926,suelo,K,16
1734649926,suelo,salinity,76
1734649926,suelo,tds,69
1734649926,temp_interior,humidity,70.8
1734649926,temp_interior,temperature,7.5
1734649926,temp_exterior,humidity,52.6
1734649926,temp_exterior,temperature,5.6
1734649926,co2,co2,558
1734649986,Shelly PM 0,power,5008.21
1734649986,Shelly PM 0,total,2778421.4
1734649986,Shelly PM 0,total_returned,44615.5
1734649986,solar,power,0
1734649986,humedad suelo,temperature,17.12
1734649986,humedad suelo,humidity,31.64
1734649986,humedad suelo,ec,240
1734649986,pH,pH,8.9
1734649986,NPK,N,5
1734649986,NPK,P,7
1734649986,NPK,K,18
1734649986,suelo,humidity,37.9
1734649986,suelo,temperature,22.5
1734649986,suelo,ec,143
1734649986,suelo,pH,3.0
1734649986,suelo,N,0
1734649986,suelo,P,26
1734649986,suelo,K,18
1734649986,suelo,salinity,78
1734649986,suelo,tds,71
1734649987,temp_interior,humidity,70.3
1734649987,temp_interior,temperature,7.5
1734649987,temp_exterior,humidity,52.6
1734649987,temp_exterior,temperature,5.6
1734649987,co2,co2,558
1734650047,Shelly PM 0,power,4845.23
1734650047,Shelly PM 0,total,2778504.0
1734650047,Shelly PM 0,total_returned,44615.5
1734650047,solar,power,0
1734650047,humedad suelo,temperature,17.12
1734650047,humedad suelo,humidity,31.64
1734650047,humedad suelo,ec,237
1734650047,pH,pH,8.9
1734650047,NPK,N,5
1734650047,NPK,P,7
1734650047,NPK,K,18
1734650047,suelo,humidity,38.6
1734650047,suelo,temperature,22.5
1734650047,suelo,ec,139
1734650047,suelo,pH,3.0
1734650047,suelo,N,0
1734650047,suelo,P,24
1734650047,suelo,K,16
1734650047,suelo,salinity,76
1734650047,suelo,tds,69
1734650047,temp_interior,humidity,70.4
1734650047,temp_interior,temperature,7.5
1734650047,temp_exterior,humidity,52.6
1734650047,temp_exterior,temperature,5.6
1734650047,co2,co2,556
1734650107,Shelly PM 0,power,4856.65
1734650107,Shelly PM 0,total,2778586.4
1734650107,Shelly PM 0,total_returned,44615.5
1734650107,solar,power,0
1734650108,humedad suelo,temperature,17.12
1734650108,humedad suelo,humidity,31.64
1734650108,humedad suelo,ec,236
1734650108,pH,pH,4.2
1734650108,NPK,N,5
1734650108,NPK,P,7
1734650108,NPK,K,18
1734650108,suelo,humidity,37.8
1734650108,suelo,temperature,22.5
1734650108,suelo,ec,141
1734650108,suelo,pH,3.0
1734650108,suelo,N,0
1734650108,suelo,P,25
1734650108,suelo,K,17
1734650108,suelo,salinity,77
1734650108,suelo,tds,70
1734650108,temp_interior,humidity,70.5
1734650108,temp_interior,temperature,7.5
1734650108,temp_exterior,humidity,52.5
1734650108,temp_exterior,temperature,5.5
1734650108,co2,co2,554
1734650168,Shelly PM 0,power,4845.44
1734650168,Shelly PM 0,total,2778667.8
1734650168,Shelly PM 0,total_returned,44615.5
1734650168,solar,power,0
1734650168,humedad suelo,temperature,17.12
1734650168,humedad suelo,humidity,31.64
1734650168,humedad suelo,ec,235
1734650168,pH,pH,4.1
1734650168,NPK,N,5
1734650168,NPK,P,7
1734650168,NPK,K,18
1734650168,suelo,humidity,38.3
1734650168,suelo,temperature,22.6
1734650168,suelo,ec,138
1734650168,suelo,pH,3.0
1734650168,suelo,N,0
1734650168,suelo,P,23
1734650168,suelo,K,15
1734650168,suelo,salinity,75
1734650168,suelo,tds,69
1734650168,temp_interior,humidity,70.2
1734650168,temp_interior,temperature,7.6
1734650168,temp_exterior,humidity,52.5
1734650168,temp_exterior,temperature,5.4
1734650169,co2,co2,553
1734650229,Shelly PM 0,power,4923.93
1734650229,Shelly PM 0,total,2778749.4
1734650229,Shelly PM 0,total_returned,44615.5
1734650230,solar,power,0
1734650230,humedad suelo,temperature,17.15
1734650230,humedad suelo,humidity,31.64
1734650230,humedad suelo,ec,237
1734650230,pH,pH,9.0
1734650230,NPK,N,5
1734650230,NPK,P,7
1734650230,NPK,K,18
1734650230,suelo,humidity,38.3
1734650230,suelo,temperature,22.6
1734650230,suelo,ec,140
1734650230,suelo,pH,3.0
1734650230,suelo,N,0
1734650230,suelo,P,24
1734650230,suelo,K,16
1734650230,suelo,salinity,77
1734650230,suelo,tds,70
1734650230,temp_interior,humidity,70.3
1734650230,temp_interior,temperature,7.5
1734650230,temp_exterior,humidity,52.6
1734650230,temp_exterior,temperature,5.5
1734650230,co2,co2,554
1734650291,Shelly PM 0,power,4983.8
1734650291,Shelly PM 0,total,2778832.0
1734650291,Shelly PM 0,total_returned,44615.5
1734650291,solar,power,0
1734650291,humedad suelo,temperature,17.15
1734650291,humedad suelo,humidity,31.64
1734650291,humedad suelo,ec,237
1734650291,pH,pH,9.0
1734650291,NPK,N,5
1734650291,NPK,P,7
1734650291,NPK,K,18
1734650291,suelo,humidity,37.9
1734650291,suelo,temperature,22.6
1734650291,suelo,ec,141
1734650291,suelo,pH,3.0
1734650291,suelo,N,0
1734650291,suelo,P,25
1734650291,suelo,K,17
1734650291,suelo,salinity,77
1734650291,suelo,tds,70
1734650291,temp_interior,humidity,70.0
1734650291,temp_interior,temperature,7.5
1734650291,temp_exterior,humidity,52.6
1734650291,temp_exterior,temperature,5.5
1734650291,co2,co2,558
1734650351,Shelly PM 0,power,4831.87
1734650351,Shelly PM 0,total,2778915.4
1734650351,Shelly PM 0,total_returned,44615.5
1734650352,solar,power,0
1734650352,humedad suelo,temperature,17.17
1734650352,humedad suelo,humidity,31.64
1734650352,humedad suelo,ec,234
1734650352,pH,pH,9.0
1734650352,NPK,N,5
1734650352,NPK,P,7
1734650352,NPK,K,18
1734650353,suelo,humidity,38.3
1734650353,suelo,temperature,22.6
1734650353,suelo,ec,142
1734650353,suelo,pH,3.0
1734650353,suelo,N,0
1734650353,suelo,P,25
1734650353,suelo,K,17
1734650353,suelo,salinity,78
1734650353,suelo,tds,71
1734650353,temp_interior,humidity,70.3
1734650353,temp_interior,temperature,7.5
1734650353,temp_exterior,humidity,52.6
1734650353,temp_exterior,temperature,5.5
1734650353,co2,co2,557
1734650413,Shelly PM 0,power,4834.24
1734650413,Shelly PM 0,total,2778996.6
1734650413,Shelly PM 0,total_returned,44615.5
1734650413,solar,power,0
1734650413,humedad suelo,temperature,17.17
1734650413,humedad suelo,humidity,31.64
1734650413,humedad suelo,ec,232
1734650413,pH,pH,9.0
1734650413,NPK,N,5
1734650413,NPK,P,7
1734650413,NPK,K,18
1734650413,suelo,humidity,37.8
1734650413,suelo,temperature,22.7
1734650413,suelo,ec,142
1734650413,suelo,pH,3.0
1734650413,suelo,N,0
1734650413,suelo,P,25
1734650413,suelo,K,17
1734650413,suelo,salinity,78
1734650413,suelo,tds,71
1734650414,temp_interior,humidity,70.0
1734650414,temp_interior,temperature,7.5
1734650414,temp_exterior,humidity,52.6
1734650414,temp_exterior,temperature,5.5
1734650415,co2,co2,560
1734650475,Shelly PM 0,power,4839.38
1734650475,Shelly PM 0,total,2779077.4
1734650475,Shelly PM 0,total_returned,44615.5
1734650475,solar,power,0
1734650475,humedad suelo,temperature,17.17
1734650475,humedad suelo,humidity,31.64
1734650475,humedad suelo,ec,233
1734650475,pH,pH,9.0
1734650475,NPK,N,5
1734650475,NPK,P,7
1734650475,NPK,K,18
1734650475,suelo,humidity,37.9
1734650475,suelo,temperature,22.7
1734650475,suelo,ec,140
1734650475,suelo,pH,3.0
1734650475,suelo,N,0
1734650475,suelo,P,24
1734650475,suelo,K,16
1734650475,suelo,salinity,77
1734650475,suelo,tds,70
1734650475,temp_interior,humidity,69.9
1734650475,temp_interior,temperature,7.4
1734650475,temp_exterior,humidity,52.6
1734650475,temp_exterior,temperature,5.6
1734650475,co2,co2,563
1734650535,Shelly PM 0,power,4805.53
1734650535,Shelly PM 0,total,2779158.2
1734650535,Shelly PM 0,total_returned,44615.5
1734650537,solar,power,0
1734650537,humedad suelo,temperature,17.17
1734650537,humedad suelo,humidity,31.64
1734650537,humedad suelo,ec,237
1734650537,pH,pH,9.0
1734650537,NPK,N,5
1734650537,NPK,P,7
1734650537,NPK,K,18
1734650537,suelo,humidity,37.9
1734650537,suelo,temperature,22.7
1734650537,suelo,ec,142
1734650537,suelo,pH,3.0
1734650537,suelo,N,0
1734650537,suelo,P,25
1734650537,suelo,K,17
1734650537,suelo,salinity,78
1734650537,suelo,tds,71
1734650537,temp_interior,humidity,70.1
1734650537,temp_interior,temperature,7.4
1734650537,temp_exterior,humidity,52.6
1734650537,temp_exterior,temperature,5.6
1734650537,co2,co2,560
1734650597,Shelly PM 0,power,4723.72
1734650597,Shelly PM 0,total,2779238.8
1734650597,Shelly PM 0,total_returned,44615.5
1734650597,solar,power,0
1734650597,humedad suelo,temperature,17.2
1734650597,humedad suelo,humidity,31.64
1734650597,humedad suelo,ec,229
1734650597,pH,pH,9.0
1734650597,NPK,N,5
1734650597,NPK,P,7
1734650597,NPK,K,18
1734650597,suelo,humidity,38.3
1734650597,suelo,temperature,22.7
1734650597,suelo,ec,143
1734650597,suelo,pH,3.0
1734650597,suelo,N,0
1734650597,suelo,P,26
1734650597,suelo,K,18
1734650597,suelo,salinity,78
1734650597,suelo,tds,71
1734650597,temp_interior,humidity,70.2
1734650597,temp_interior,temperature,7.4
1734650598,temp_exterior,humidity,52.6
1734650598,temp_exterior,temperature,5.6
1734650598,co2,co2,562
1734650658,Shelly PM 0,power,4855.47
1734650658,Shelly PM 0,total,2779318.8
1734650658,Shelly PM 0,total_returned,44615.5
1734650659,solar,power,0
1734650659,humedad suelo,temperature,17.17
1734650659,humedad suelo,humidity,31.64
1734650659,humedad suelo,ec,235
1734650659,pH,pH,9.0
1734650659,NPK,N,5
1734650659,NPK,P,7
1734650659,NPK,K,18
1734650659,suelo,humidity,37.8
1734650659,suelo,temperature,22.8
1734650659,suelo,ec,141
1734650659,suelo,pH,3.0
1734650659,suelo,N,0
1734650659,suelo,P,25
1734650659,suelo,K,17
1734650659,suelo,salinity,77
1734650659,suelo,tds,70
1734650659,temp_interior,humidity,70.5
1734650659,temp_interior,temperature,7.4
1734650659,temp_exterior,humidity,52.6
1734650659,temp_exterior,temperature,5.5
1734650659,co2,co2,557
1734650719,Shelly PM 0,power,4740.1
1734650719,Shelly PM 0,total,2779399.2
1734650719,Shelly PM 0,total_returned,44615.5
1734650719,solar,power,0
1734650720,humedad suelo,temperature,17.2
1734650720,humedad suelo,humidity,31.64
1734650720,humedad suelo,ec,237
1734650720,pH,pH,9.0
1734650720,NPK,N,5
1734650720,NPK,P,7
1734650720,NPK,K,18
1734650720,suelo,humidity,37.8
1734650720,suelo,temperature,22.8
1734650720,suelo,ec,143
1734650720,suelo,pH,3.0
1734650720,suelo,N,0
1734650720,suelo,P,26
1734650720,suelo,K,18
1734650720,suelo,salinity,78
1734650720,suelo,tds,71
1734650720,temp_interior,humidity,70.4
1734650720,temp_interior,temperature,7.4
1734650720,temp_exterior,humidity,52.5
1734650720,temp_exterior,temperature,5.2
1734650720,co2,co2,560
1734650780,Shelly PM 0,power,4842.58
1734650780,Shelly PM 0,total,2779479.4
1734650780,Shelly PM 0,total_returned,44615.5
1734650780,solar,power,0
1734650780,humedad suelo,temperature,17.23
1734650780,humedad suelo,humidity,31.64
1734650780,humedad suelo,ec,235
1734650780,pH,pH,9.0
1734650780,NPK,N,5
1734650780,NPK,P,7
1734650780,NPK,K,18
1734650780,suelo,humidity,38.6
1734650780,suelo,temperature,22.8
1734650780,suelo,ec,140
1734650780,suelo,pH,3.0
1734650780,suelo,N,0
1734650780,suelo,P,24
1734650780,suelo,K,16
1734650780,suelo,salinity,77
1734650780,suelo,tds,70
1734650780,temp_interior,humidity,70.4
1734650780,temp_interior,temperature,7.3
1734650780,temp_exterior,humidity,52.5
1734650780,temp_exterior,temperature,5.4
1734650781,co2,co2,563
1734650841,Shelly PM 0,power,4792.87
1734650841,Shelly PM 0,total,2779559.8
1734650841,Shelly PM 0,total_returned,44615.5
1734650841,solar,power,0
1734650841,humedad suelo,temperature,17.23
1734650841,humedad suelo,humidity,31.64
1734650841,humedad suelo,ec,237
1734650841,pH,pH,9.0
1734650841,NPK,N,5
1734650841,NPK,P,7
1734650841,NPK,K,18
1734650841,suelo,humidity,38.7
1734650841,suelo,temperature,22.8
1734650841,suelo,ec,141
1734650841,suelo,pH,3.0
1734650841,suelo,N,0
1734650841,suelo,P,25
1734650841,suelo,K,17
1734650841,suelo,salinity,77
1734650841,suelo,tds,70
1734650841,temp_interior,humidity,70.7
1734650841,temp_interior,temperature,7.4
1734650841,temp_exterior,humidity,52.5
1734650841,temp_exterior,temperature,5.3
1734650841,co2,co2,561
1734650901,Shelly PM 0,power,4781.58
1734650901,Shelly PM 0,total,2779640.0
1734650901,Shelly PM 0,total_returned,44615.5
1734650902,solar,power,0
1734650902,humedad suelo,temperature,17.23
1734650902,humedad suelo,humidity,31.64
1734650902,humedad suelo,ec,235
1734650902,pH,pH,5.7
1734650902,NPK,N,5
1734650902,NPK,P,7
1734650902,NPK,K,18
1734650902,suelo,humidity,38.6
1734650902,suelo,temperature,22.8
1734650902,suelo,ec,140
1734650902,suelo,pH,3.0
1734650902,suelo,N,0
1734650902,suelo,P,24
1734650902,suelo,K,16
1734650902,suelo,salinity,77
1734650902,suelo,tds,70
1734650902,temp_interior,humidity,70.3
1734650902,temp_interior,temperature,7.4
1734650902,temp_exterior,humidity,52.6
1734650902,temp_exterior,temperature,5.4
1734650902,co2,co2,562
1734650962,Shelly PM 0,power,2939.87
1734650962,Shelly PM 0,total,2779720.6
1734650962,Shelly PM 0,total_returned,44615.5
1734650962,solar,power,0
1734650962,humedad suelo,temperature,17.26
1734650962,humedad suelo,humidity,31.64
1734650962,humedad suelo,ec,236
1734650962,pH,pH,5.7
1734650962,NPK,N,5
1734650962,NPK,P,7
1734650962,NPK,K,18
1734650963,suelo,humidity,38.3
1734650963,suelo,temperature,22.9
1734650963,suelo,ec,140
1734650963,suelo,pH,3.0
1734650963,suelo,N,0
1734650963,suelo,P,24
1734650963,suelo,K,16
1734650963,suelo,salinity,77
1734650963,suelo,tds,70
1734650963,temp_interior,humidity,70.5
1734650963,temp_interior,temperature,7.3
1734650963,temp_exterior,humidity,52.5
1734650963,temp_exterior,temperature,5.4
1734650963,co2,co2,564
1734651023,Shelly PM 0,power,3034.61
1734651023,Shelly PM 0,total,2779779.2
1734651023,Shelly PM 0,total_returned,44615.5
1734651024,solar,power,0
1734651024,humedad suelo,temperature,17.26
1734651024,humedad suelo,humidity,31.64
1734651024,humedad suelo,ec,236
1734651024,pH,pH,4.5
1734651024,NPK,N,5
1734651024,NPK,P,7
1734651024,NPK,K,18
1734651024,suelo,humidity,38.2
1734651024,suelo,temperature,22.9
1734651024,suelo,ec,140
1734651024,suelo,pH,3.0
1734651024,suelo,N,0
1734651024,suelo,P,24
